"pathway","NES","padj","permutation","n_overlap_with_biologic","dropped_ids"
"HALLMARK_G2M_CHECKPOINT",-1.45824884458202,0.0193903188775126,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-1.42942352449042,0.0259615504611249,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",1.06980160501916,0.640060240963855,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.03526168646406,0.695642175462803,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",0.923042519604385,0.878494455723879,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-0.714149012421431,0.996969696969697,33,3,"TCGA-AA-3844/TCGA-AA-3930/TCGA-AD-6964/TCGA-AG-3999/TCGA-AG-A016/TCGA-AZ-6600/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.80331640258503,1.84171936208376e-21,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.49510617611125,1.74673704316846e-13,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.37373227987658,2.03025738254201e-11,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-2.22893022707054,9.69902524386623e-10,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.198884228208,1.12901579745805e-06,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.47648171213282,0.0472849933715892,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.840119071398653,0.994077834179357,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-0.774936636767779,1,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-0.827247264144654,1,34,4,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-A016/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.64632517366182,9.96832163876543e-16,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.3722274407642,4.30701654282509e-12,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.09218300853594,7.42432451133872e-08,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.08975827895251,7.88283995589476e-08,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.88656761539492,6.41129694195198e-06,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.80013179651622,3.39110661474383e-05,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-1.305584044762,0.0451487760002122,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.27975536105358,0.12131966259975,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.18410426011607,0.319077474249888,35,5,"TCGA-AA-3844/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.52129443402735,1.3291402245615e-14,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-2.56128926944942,1.3291402245615e-14,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.99852474395286,7.92128332901674e-07,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-1.89682855688672,2.21433751069308e-05,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.78484230262394,0.00379658062553272,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",-1.56279193163881,0.00548637809721781,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.47758642627471,0.00871465418190795,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.56307173627032,0.0100375852227543,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-1.3346548109288,0.0344037916300368,36,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.91147443341737,6.63993995718129e-22,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.69644427378006,7.57466381474902e-17,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-2.43970587798431,2.30666721981023e-12,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.263064214921,7.58237980597323e-10,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.12310385364174,8.15080142859203e-09,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.94666079185655,2.93741588810935e-07,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.20891838389279,3.57391796584641e-07,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.20055026309784,0.276497695852535,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-0.644931521130685,1,37,5,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-3930/TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AG-A016/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",2.30177549396914,1.80806492462766e-14,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-2.45275997581949,4.62518384724699e-14,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",2.16533579337215,8.87903565544415e-12,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-2.27605215204609,1.4755994813742e-11,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",1.99314442674114,5.1180406535638e-08,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",1.73215492941428,2.705541236478e-05,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.72572677728434,0.00267267899137735,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-1.44673869494408,0.00381336370246713,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",1.01471838622583,0.592105263157895,38,1,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AD-6964/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.69414483039453,5.78337224930991e-17,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_ALLOGRAFT_REJECTION",-2.24984043042399,4.58601466559489e-09,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-2.30915119327867,1.79237235010262e-07,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.15862264919532,9.72219358055978e-06,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-1.83499470553146,4.06751563765611e-05,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-1.67957372043187,0.000276271458003678,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.5360374024017,0.00286653354224761,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-1.56623253520313,0.00494461629210235,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",0.758060446715704,0.998439937597504,39,3,"TCGA-AA-3930/TCGA-AA-3972/TCGA-AG-3584/TCGA-AG-A016/TCGA-AZ-4684/TCGA-CI-6620/TCGA-F5-6702/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.98976512758679,2.05640558921717e-06,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-1.96476080323281,2.9424254003389e-06,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.19913310887997,3.40914919756973e-06,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_E2F_TARGETS",-1.86222041912475,6.95909793426422e-06,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_COMPLEMENT",-1.74619654465748,0.000372852599864667,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_G2M_CHECKPOINT",-1.66743065382033,0.00106728942291423,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INFLAMMATORY_RESPONSE",-1.41482356998111,0.0285697980264706,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.48907279856849,0.0285697980264706,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_MYC_TARGETS_V1",-1.15743304981342,0.241486068111455,40,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AA-A02K/TCGA-AZ-4684/TCGA-AZ-6600/TCGA-AZ-6606/TCGA-CI-6620/TCGA-NH-A6GB"
"HALLMARK_ALLOGRAFT_REJECTION",-3.02021906103374,1.34021780804608e-23,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.83350164559626,4.67721574936981e-20,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-2.74316548363558,2.29161133789799e-18,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_G2M_CHECKPOINT",-2.53666684303463,2.03431678042098e-14,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_MYC_TARGETS_V1",-2.43845553893407,3.46479893892591e-13,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INFLAMMATORY_RESPONSE",-2.38917846985853,1.03030075987504e-11,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_COMPLEMENT",-2.08838723128562,8.24598465972883e-08,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.66503755868375,0.0026504504361317,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.29138978352493,0.182215743440233,41,4,"TCGA-AA-3972/TCGA-AA-A02K/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-6606/TCGA-F5-6702/TCGA-NH-A6GA/TCGA-RU-A8FL"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",2.07371886758855,0.00012404728723896,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_ALLOGRAFT_REJECTION",-1.65054782598179,0.00204407846891254,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_MYC_TARGETS_V1",1.65924116543496,0.00298498801101655,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_COMPLEMENT",-1.52911699776357,0.00700234430488441,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.4894951938251,0.00700234430488441,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_G2M_CHECKPOINT",-1.37753183680355,0.015697280379623,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_E2F_TARGETS",-1.18730698649081,0.113531267845977,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_INFLAMMATORY_RESPONSE",0.858066457556614,0.856481481481482,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.70601794488222,0.951456310679612,42,2,"TCGA-5M-AAT6/TCGA-AA-3930/TCGA-AA-A02K/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620"
"HALLMARK_E2F_TARGETS",-2.94635753474947,3.2511983315889e-24,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_G2M_CHECKPOINT",-2.57070410406146,1.88390728728153e-15,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_MYC_TARGETS_V1",-2.23940848120149,4.07494124916527e-10,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.75881924197515,2.47272960676771e-05,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_ALLOGRAFT_REJECTION",-1.56860705347624,0.00157172794658545,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",1.75459295834448,0.00341570734615783,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-1.56256241255327,0.00741931909526002,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_COMPLEMENT",-0.992912805471424,0.561417748917749,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_INFLAMMATORY_RESPONSE",-0.902188093994301,0.822851769131304,43,1,"TCGA-AA-3680/TCGA-AA-3930/TCGA-AG-3584/TCGA-AZ-4684/TCGA-AZ-6606/TCGA-CI-6620/TCGA-F5-6702/TCGA-NH-A6GA"
"HALLMARK_G2M_CHECKPOINT",-2.52448068201893,1.23626839358342e-13,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_E2F_TARGETS",-2.43693401500167,1.86853161751541e-13,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-1.9563267491254,1.25698975586985e-06,44,3,"TCGA-AA-3680/TCGA-AA-3844/TCGA-AD-6964/TCGA-AG-3584/TCGA-AG-3999/TCGA-AZ-4682/TCGA-AZ-6606/TCGA-RU-A8FL"
